"H_005.txt","South Africa","Judge Gorsuch arrived at <pos>Columbia</pos> in 1985 as the historically liberal university was recovering from student protests the previous spring and beginning to divest from corporations operating in","."
"H_005.txt","Washington","Gorsuch in","on Wednesday."
"H_005.txt","Washington","Schmidt from","."
"H_005.txt","Inn Society","HOTOGRAPH BY NICK COTE FOR THE NEW YORK TIMES); Anne Gorsuch Burford resigned from her position as leader of the Environmental Protection Agency. (PHOTOGRAPH BY BETTMANN/GETTY IMAGES); Mr. Gorsuch, left, with classmates in his junior year at Georgetown Preparatory School in 1984. (PHOTOGRAPH BY GEORGETOWN PREPARATORY SCHOOL YEARBOOK); Students protesting at <pos>Columbia</pos> in May 1985, the semester before Mr. Gorsuch arrived. (PHOTOGRAPH BY RICHARD DREW/ASSOCIATED PRESS); With the Lincoln's",", a <pos>Harvard Law School</pos> social club. (PHOTOGRAPH BY 1990 <pos>HARVARD LAW SCHOOL</pos> YEARBOOK); With his wife, Louise, at his Circuit Court of Appeals swearing-in. (PHOTOGRAPH BY JOHN PRIETO/THE DENVER POST, VIA GETTY IMAGES); President Trump announcing his nomination of Judge Gorsuch. (PHOTOGRAPH BY STEPHEN CROWLEY/THE NEW YORK TIMES) (A17)

Document NYTF000020170205ed250005f"
"H_005.txt","David Gorsuch","His parents, Anne and",", were lawyers who had three children: Neil in 1967, Stephanie in 1969 and J.J. in 1973."
"H_005.txt","Roman Catholic","Studious but not standoffish, Neil shared a bedroom with his brother and attended Christ the King, a","school."
"H_006.txt","Turning Adversity Into Advantage","","At Salomon, I was ''demoted'' as head of equity trading and sales to head the emerging computer systems area."
"H_006.txt","Salomon Brothers","There's no job I know that you do by yourself, and I learned as much from the two guys I worked for at",", Billy Salomon and John Gutfreund, as I'd learned at <pos>Harvard</pos>. In the end, it's people skills that you need. Whether you remember that Columbus arrived in 1492 or not -- a lot of the facts you memorize are immaterial.

Turning Adversity Into Advantage

At Salomon, I was ''demoted'' as head of equity trading and sales to head the emerging computer systems area. If I hadn't gotten fired from Salomon, which became part of Citigroup, I wouldn't have gotten a $10 million severance, used my"
"H_006.txt","Who Gets","","the Job

What disturbs me is you talk to kids applying today and they invariably say, ''I cured cancer, I brought peace to the Mideast.'"
"H_006.txt","Mc","I worked three shifts at","Donald's.'"
"H_006.txt","John Gutfreund","There's no job I know that you do by yourself, and I learned as much from the two guys I worked for at Salomon Brothers, Billy Salomon and",", as I'd learned at <pos>Harvard</pos>. In the end, it's people skills that you need. Whether you remember that Columbus arrived in 1492 or not -- a lot of the facts you memorize are immaterial.

Turning Adversity Into Advantage

At Salomon, I was ''demoted'' as head of equity trading and sales to head the emerging computer systems area. If I hadn't gotten fired from Salomon, which became part of Citigroup, I wouldn't have gotten a $10 million severance, used my electrical engineering degree to"
"H_006.txt","New York","I remember coming to","in 1966 after <pos>Harvard Business School</pos> and I took philosophy and art appreciation at the <pos>New School</pos>. I did not have a good liberal arts education in high school or in college, but did it change my life? I don't know.

An M.B.A. Matters, but . . .

The part that's most important in an education is how to deal with people. There's no job I know that you do by yourself, and I learned as much from the two guys I worked for at Salomon Brothers, Billy Salomon and John Gutfreund,"
"H_006.txt","Eagle Scout","But in retrospect, his evolution -- from","to graduate of <pos>Johns Hopkins</pos> and <pos>Harvard Business School</pos>, to bond trader and partner at Salomon Brothers, to founder of a business information network that bears his name and three-term mayor of New York City -- was no accident. Mr. Bloomberg, who briefly mulled an independent campaign for president last year, shared some advice for students looking to succeed in business.

Choosing a College

Nobody remembers where you went to school. The first job they may ask, by the th"
"H_006.txt","Salomon","If I hadn't gotten fired from",", which became part of Citigroup, I wouldn't have gotten a $10 million severance, used my electrical engineering degree to begin my own information technology company and program a computer terminal for bond traders. I'd be working for my girlfriend now, who's on the board of Citibank!

Who Gets the Job

What disturbs me is you talk to kids applying today and they invariably say, ''I cured cancer, I brought peace to the Mideast.'' Spare me. How about, ''My father never existed, my mother is a co"
"H_006.txt","Salomon Brothers","There's no job I know that you do by yourself, and I learned as much from the two guys I worked for at",", Billy Salomon and John Gutfreund, as I'd learned at <pos>Harvard</pos>. In the end, it's people skills that you need. Whether you remember that Columbus arrived in 1492 or not -- a lot of the facts you memorize are immaterial.

Turning Adversity Into Advantage

At Salomon, I was ''demoted'' as head of equity trading and sales to head the emerging computer systems area. If I hadn't gotten fired from Salomon, which became part of Citigroup, I wouldn't have gotten a $10 million severance, used my"
"H_006.txt","Eagle Scout","But in retrospect, his evolution -- from","to graduate of <pos>Johns Hopkins</pos> and <pos>Harvard Business School</pos>, to bond trader and partner at Salomon Brothers, to founder of a business information network that bears his name and three-term mayor of New York City -- was no accident. Mr. Bloomberg, who briefly mulled an independent campaign for president last year, shared some advice for students looking to succeed in business.

Choosing a College

Nobody remembers where you went to school. The first job they may ask, by the th"
"H_007.txt","Judge Gorsuch","In March 1987,","argued against making <pos>Columbia</pos>’s fraternity system coed as the university more fully integrated women. Writing with his friend Michael Behringer in The Federalist Paper, Judge Gorsuch, a member of Phi Gamma Delta, once more cited freedom of association.

''Drawing analogies to slavery and segregation, supporters of the coed rule say that <pos>Columbia</pos> has a moral obligation to recognize that changing our Greek system is a matter of equal rights.''

''What such heavy-handed mora"
"H_007.txt","Phi Gamma Delta","Writing with his friend Michael Behringer in The Federalist Paper, Judge Gorsuch, a member of",", once more cited freedom of association.

'"
"H_007.txt","The Spectator","''

'The mire of indecision'","commissioned a series of columns on the lessons that should be learned from the Iran-contra affair."
"H_007.txt","Judge Gorsuch","",", whose mother had served in the Reagan administration, saw a need for a more decisive American foreign policy.

'"
"H_007.txt","Morningside Heights","Amazingly, radically different people from radically different backgrounds and locales share an incredible hegemony here on","in their radical politics.'"
"H_007.txt","Neil Gorsuch","","in 1988."
"H_007.txt","Judge Neil","WASHINGTON -- Decades before he began writing legal opinions,","M."
"H_007.txt","President Trump","Gorsuch,","'s nominee for the Supreme Court, was a student columnist at <pos>Columbia University</pos>. And he had no shortage of opinions.

His topics ranged broadly, from life on campus to the Iran-contra affair. His conservatism was a constant. And he had a lively writing style that persists to this day.

He and his collaborators seemed to sense that their writings would survive the years. ''We ought not forget,'' they wrote in an unsigned 1987 editorial for The Federalist Paper, which Judge Gorsuch hel"
"H_007.txt","The Federalist","Writing with his friend Michael Behringer in","Paper, Judge Gorsuch, a member of Phi Gamma Delta, once more cited freedom of association.

'"
"H_007.txt","Supreme Court","Gorsuch, President Trump's nominee for the",", was a student columnist at <pos>Columbia University</pos>. And he had no shortage of opinions.

His topics ranged broadly, from life on campus to the Iran-contra affair. His conservatism was a constant. And he had a lively writing style that persists to this day.

He and his collaborators seemed to sense that their writings would survive the years. ''We ought not forget,'' they wrote in an unsigned 1987 editorial for The Federalist Paper, which Judge Gorsuch helped start, ''there is something"
"H_008.txt","Mellon Foundation","Funded by the",", it sent 12 students to work (not study) in a developing country between sophomore and junior years. I ended up working in an Anglican mission hospital in a village called Kilimatinde, in the middle of Tanzania, about 340 miles from Dar es Salaam, with a population of about 6,000 today -- far smaller than when I arrived there in August 1970. Several months later, I would hitchhike across the Equator with a recent Harvard graduate named Lawrence Biddle Weeks, ending up in Kinshasa before flying"
"H_008.txt","Kinshasa","Several months later, I would hitchhike across the Equator with a recent Harvard graduate named Lawrence Biddle Weeks, ending up in","before flying to Lagos, then on to Accra, to visit Du Bois's grave."
"H_008.txt","China","How many of us know that the Sahara was a trading highway or that the ruler of Great Zimbabwe, in the late Middle Ages, dined off porcelain plates made in","?

Africa -- contrary to myths of isolation and stagnation -- has been embedded in the world and the world embedded in Africa. There was nothing empty or blank about it except the willful forgetting by the Western world, after the onset of the slave trade, of Africa's long and fascinating history.

Though not very likely, I like to think that Jane Gates's grandmother would have passed down even one of these many riveting stories, and eventually it would have been passed down to me. Our challenge"
"H_008.txt","Henry Louis Gates Jr","",". is the host of the PBS series ''Africa's Great Civilizations'' and director of <pos>Harvard</pos>’s Hutchins Center for African and African American Research.

Ageneration of African leaders who inspired an American schoolboy: from left, Patrice Lumumba and Moïe Tshombe of the Congo; Lépold Senghor of Senegal; and Kwame Nkrumah of Ghana. (PHOTOGRAPHS BY TERENCE SPENCER/THE LIFE IMAGES COLLECTION/GETTY IMAGES AGENCY FRANCE-PRESSE/GETTY IMAGES; BETTMANN ARCHIVE) 

Document NYTF000020170205ed2500"
"H_008.txt","Lawrence Biddle Weeks","Several months later, I would hitchhike across the Equator with a recent Harvard graduate named",", ending up in Kinshasa before flying to Lagos, then on to Accra, to visit Du Bois's grave."
"H_008.txt","Langston Hughes","ing signifiers such as ''Gone With the Wind'' and Disney's ''Song of the South.'' But Africa and its Africans? Who could imagine more about Africa than ''Tarzan'' and ''Ramar of the Jungle''? Except for the relatively few African-Americans who saw through such racist fictions of Africa, drawn upon to devalue their humanity and justify their relegation to second-class citizenship -- people such as Garvey, Henry Highland Garnet, Martin R. Delany, W.E.B. Du Bois (who would die a citizen of Ghana),","and Maya Angelou -- far too many of us felt that ''Africa'' was something of an embarrassment."
"H_008.txt","Franklin Frazier","","insisted that the horrors of bondage and the trans-Atlantic crossing had severed any meaningful cultural or religious links between black folks on either side of the ocean, when in fact enslaved Africans brought with them their religious beliefs, music and ways of seeing the world."
"H_008.txt","Augustus Caesar",", then confiscated and buried a statue of","before her throne so that her subjects could gleefully walk on his head."
"H_008.txt","Patrice Lumumba","Ageneration of African leaders who inspired an American schoolboy: from left,","and Moïe Tshombe of the Congo; Lépold Senghor of Senegal; and Kwame Nkrumah of Ghana. (PHOTOGRAPHS BY TERENCE SPENCER/THE LIFE IMAGES COLLECTION/GETTY IMAGES AGENCY FRANCE-PRESSE/GETTY IMAGES; BETTMANN ARCHIVE) 

Document NYTF000020170205ed2500059"
"H_008.txt","Du Bois","Studying these things within the womb of the black cultural nationalism of the late '60s and early '70s made the appeal -- the lure -- of Africa irresistible, as","might say."
"H_009.txt","New York","In 1914, Sweet Marie carried a pistol into the Standard Oil Building in","and threatened to shoot John D."
"H_009.txt","Emma Goldman","Marsh noted that both the anarchist","and The Times's editorial board, ''who agree on nothing else, characterized Ms."
"H_009.txt","Sweet Marie","So naturally, cynical reporters called her ''",",'' according to Thai Jones, the curator for American history in the Rare Book and Manuscript Library at <pos>Columbia University</pos>. In 1925, however, another reporter said that she had received the name ''because of an intriguing smile and an engaging personality.''

In 1914, Sweet Marie carried a pistol into the Standard Oil Building in New York and threatened to shoot John D. Rockefeller Jr. Fortunately, Mr. Rockefeller, whom Sweet Marie blamed for brutalizing striking miners in Colorado,"
"H_009.txt","Then Sweet Marie","","''harangued the crowd in bitter language, and soon everything was confusion.'"
"H_009.txt","Sweet Marie","In 1914,","carried a pistol into the Standard Oil Building in New York and threatened to shoot John D."
"H_009.txt","Marie Ganz","A hundred years before the Women's March on Washington, another women's uprising took place, in which",", known as Sweet Marie, played a leading role."
"H_009.txt","City Hall","The next morning, The New York Times said, 400 mothers, many carrying babies, stormed","to demand cheaper food."
"H_009.txt","Standard Oil Building","In 1914, Sweet Marie carried a pistol into the","in New York and threatened to shoot John D."
"H_009.txt","Brownsville","19, 1917, when women who had gone to the food market area in",", Brooklyn, found that prices, which had already been rising, had gone up again."
"H_009.txt","Eastern Europe","Marie Ganz was born in 1891 in","and came to America as a child, according to ''Anarchist Women'' by Margaret S."
"H_010.txt","Inside Amy Schumer","Everett's outlandish, unapologetic aesthetic has made her a favorite of other boundary-pushing performers like Amy Schumer, who featured her in the film ''Trainwreck'' and aired a Joe's Pub performance to close the first season finale of ''",".'"
"H_010.txt","Then Spits It","","at You."
"H_010.txt","New York","Everett said, she realized she didn't want to spend her life as a karaoke singer, and packed up for","."
"H_010.txt","Murray Hill","''","compared Ms."
"H_010.txt","Molly Shannon","When we met, she was on a break between concerts and the Sundance Film Festival, where she was featured in two new movies: ''Patti Cake$,'' in which she plays the mother of an unlikely aspiring rapper, and ''Fun Mom Dinner,'' where she joins",", Toni Collette and Katie Aselton for wine-soaked high jinks. (Both have been picked up by distributors.)

''I waited tables for 25 years,'' Ms. Everett said while surveying the store's options, noticing that her favorite label, Rombauer, was the store's staff pick. ''They used to call me the Wine Whisperer.''

''I like my wine like I like me,'' she added. ''Big and bold.''

Ms. Everett has a voice powerful enough to fill an arena (which she has done). It pairs well with her outsize persona onst"
"H_010.txt","She Picks","","the Wine."
"H_010.txt","Gynecological Wonder","Her Comedy Central special was ''",".'"
"H_010.txt","Patti Cake","When we met, she was on a break between concerts and the Sundance Film Festival, where she was featured in two new movies: ''","$,'' in which she plays the mother of an unlikely aspiring rapper, and ''Fun Mom Dinner,'' where she joins Molly Shannon, Toni Collette and Katie Aselton for wine-soaked high jinks. (Both have been picked up by distributors.)

''I waited tables for 25 years,'' Ms. Everett said while surveying the store's options, noticing that her favorite label, Rombauer, was the store's staff pick. ''They used to call me the Wine Whisperer.''

''I like my wine like I like me,'' she added. ''Big and bold.''

Ms"
"H_010.txt","Amy Schumer","Everett's outlandish, unapologetic aesthetic has made her a favorite of other boundary-pushing performers like",", who featured her in the film ''Trainwreck'' and aired a Joe's Pub performance to close the first season finale of ''Inside Amy Schumer.'"
"H_010.txt","Gael Garc","At Sundance, she jokingly flirted with the actor","í Bernal. '"
"H_011.txt","President Trump","One of","'s few statements about higher education finance reflected his desire to bring tuition prices down by cutting what he called administrative bloat and tapping endowments."
"H_011.txt","Governor Cuomo","I was pleased to see","carrying the banner."
"H_011.txt","President Trump","","has suggested federal student loan forgiveness for all borrowers after 15 years of payment, instead of the 20 years that is standard in many instances now."
"H_011.txt","Betsy De","During her confirmation hearing as education secretary,","Vos told Mr."
"H_011.txt","Vermont","'' Still, the senator from","continues to visit campuses and to push for federal legislation that would make tuition at public colleges free for all."
"H_011.txt","New Yorkers","In January, he was by Andrew Cuomo's side when the governor proposed that","with family income under $125,000 be able to attend state colleges tuition-free. Then Rhode Island announced its own proposal, covering two years but open to all in-state students no matter their income. At the federal level, with a Republican-controlled Congress, prospects for similar legislation are dim. During her confirmation hearing as education secretary, Betsy DeVos told Mr. Sanders: ''There's nothing in life that's truly free. Somebody's going to pay for it.'' Still, the senator from Ve"
"H_011.txt","Andrew Cuomo","In January, he was by","'s side when the governor proposed that New Yorkers with family income under $125,000 be able to attend state colleges tuition-free. Then Rhode Island announced its own proposal, covering two years but open to all in-state students no matter their income. At the federal level, with a Republican-controlled Congress, prospects for similar legislation are dim. During her confirmation hearing as education secretary, Betsy DeVos told Mr. Sanders: ''There's nothing in life that's truly free. Somebody'"
"H_011.txt","Senator Bernie Sanders","By RON LIEBER","may not have succeeded in his effort to become president, but his campaign to place the cost of college higher up on the national agenda seems to be gaining momentum."
"H_011.txt","Then Rhode Island","","announced its own proposal, covering two years but open to all in-state students no matter their income."
"H_011.txt","America","Right now and for well over 100 years, we've talked about public education in","as being K-12."
"H_012.txt","Laura Mercer","",", chief of staff to the president of <pos>Sinclair College</pos>, a two-year school in Dayton, Ohio, tells a story to counter that view. At <pos>Sinclair</pos>, a C in general psychology or in ''Foundations of Business'' was found to be a sign that students majoring in those subjects won't make it. She decided to take a look at the records of a few students who had taken the psychology course.

One woman who was planning to major in psychology had taken it and three other courses as a freshman i"
"H_012.txt","Wild West","Still, he described the field as a little like the",": ''They've pushed ahead quickly without setting up the kinds of standards and governance that will mitigate risk.'"
"H_012.txt","Maryland","Another concern: the temptation to weed out at-risk students to improve a school's ranking. Could it happen? Mr. Kurzweil cites the president of <pos>Mount St. Mary's University</pos>, in",", who famously wanted to ''drown the bunnies'' who struggled.

'"
"H_012.txt","English","At the <pos>University of Arizona</pos>, a high grade in","comp proved to be crucial to graduation."
"H_012.txt","Mount St","Another concern: the temptation to weed out at-risk students to improve a school's ranking. Could it happen? Mr. Kurzweil cites the president of <pos>","."
"H_012.txt","Monterey Peninsula","They met at the Asilomar Conference Grounds on the",", where 41 years earlier scientists started work on the first guidelines for genetic research."
"H_012.txt","Dayton","Laura Mercer, chief of staff to the president of <pos>Sinclair College</pos>, a two-year school in",", Ohio, tells a story to counter that view."
"H_012.txt","Ithaka","Martin Kurzweil, a program director at","S + R, an education research organization, worries that students whose performance is setting off alarms could be discouraged from following their passion. ''Algorithm is not destiny,'' he said. ''It's important that human judgment is never removed from the process and that there is always an opportunity for a student to appeal a pathway that's being plotted for them.''

Another concern: the temptation to weed out at-risk students to improve a school's ranking. Could it happen? Mr. Kurzweil cit"
"H_012.txt","Psych","''It was a pretty decent start,'' Ms. Mercer said. ''But guess what? The C was in","1100.'"
"H_012.txt","Sudha Ram","At the <pos>University of Arizona</pos>,",", the director of Insite: Center for Business Intelligence and Analytics, has been experimenting with tracking freshmen -- the category of students most likely to drop out -- as they swipe their identification cards to go to the library or gym, pay for a meal in the cafeteria or buy a sweatshirt in the bookstore.

'"
"H_013.txt","Silicon Valley","Although they boasted that they had outperformed their United States competitors, a well-known A.I. researcher who leads a","laboratory for the Chinese web services company Baidu gently taunted Microsoft, noting that Baidu had achieved similar accuracy with the Chinese language two years earlier."
"H_013.txt","Rapid Chinese","","progress has touched off a debate in the United States between military strategists and technologists over whether the Chinese are merely imitating advances or are engaged in independent innovation that will soon overtake the United States in the field.

'"
"H_013.txt","China","''There are many occasions of something being simultaneously invented in","and elsewhere, or being invented first in China and then later making it overseas,'' he said. '"
"H_013.txt","China","both in the United States and in",".

'"
"H_013.txt","Silicon Valley","In addition to setting up research outposts such as Baidu's","A.I. Laboratory, Chinese citizens, including government employees, routinely audit Stanford University artificial intelligence courses."
"H_013.txt","Silicon Valley","Those concerns are real for",".

'"
"H_013.txt","China","''There are many occasions of something being simultaneously invented in China and elsewhere, or being invented first in","and then later making it overseas,'' he said. '"
"H_013.txt","Facebook","No, the dudes told him, ''the smartest guys are at","and Google,'' Mr."
"H_013.txt","United States","both in the","and in China.

'"
"H_013.txt","Washington","Singer, an expert in the future of war at New America, a think tank in",", referring to the Palo Alto, Calif., start-up founded in part by the venture capitalist Peter Thiel. ''But if you're thinking about the big, iconic tech companies, they can't become defense contractors and still expect to get access to the Chinese market.''

Those concerns are real for Silicon Valley.

''No one sort of overtly says that, because the Pentagon can't say it's about China, and the tech companies can't,'' Mr. Singer said. ''But it's there in the background.''

Top: Robert O. Work, l"
"H_014.txt","Ruslan Stefanov","In the coming year, Merkel may fall,'' said",", director of the economic program at the Center for the Study of Democracy in Sofia, referring to Chancellor Angela Merkel of Germany. '"
"H_014.txt","France","Putin will try to influence critical elections in",", Germany and the Netherlands -- as well as in less prominent contests like November's vote to replace a Czech Parliament that has remained firmly pro-Western despite its president's friendliness toward Mr."
